Iteration ,Eigenvalue, Calculation Time
0,-108.5330667,27.053899
1,-108.546667755,58.937472
2,-108.570757206,134.084506
3,-108.592122641,241.621087
4,-108.601630956,354.070438
5,-108.608408189,466.499818
6,-108.611094612,579.633053
7,-108.612218416,692.538371
8,-108.612799511,805.385358
9,-108.613303833,918.073027
10,-108.613712575,1031.074142
11,-108.613990755,1143.078598
12,-108.614176524,1255.645965
13,-108.614316246,1367.681838
14,-108.61442766,1480.299486
