Iteration ,Eigenvalue, Calculation Time
0,-108.755453514,31.612423
1,-108.774425983,76.14385
2,-108.807843547,169.020945
3,-108.821843422,281.14487
4,-108.825042059,394.010954
5,-108.827708957,506.290401
6,-108.829723938,618.830862
7,-108.831522963,732.361064
8,-108.832541577,845.144655
9,-108.833604259,957.870306
10,-108.835996856,1070.69179
11,-108.836793437,1182.992262
12,-108.837142999,1295.408957
13,-108.837500873,1407.531766
14,-108.837755192,1520.066584
