Iteration ,Eigenvalue, Calculation Time
0,-108.741929394,23.74734
1,-108.75385457,56.316442
2,-108.786920045,128.928485
3,-108.811348087,229.773325
4,-108.818298753,340.745935
5,-108.821933157,454.225108
6,-108.82350675,568.132312
7,-108.824137776,682.116121
8,-108.824764405,794.177241
9,-108.825252066,906.475084
10,-108.82549593,1018.797564
11,-108.825629642,1131.146396
12,-108.825710789,1243.882659
13,-108.825760523,1356.575062
14,-108.825791059,1468.916731
