Iteration ,Eigenvalue, Calculation Time
0,-108.764700895,25.6368
1,-108.825630037,56.254755
2,-108.869754216,135.533417
3,-108.920759111,353.784822
4,-108.941318555,721.960054
5,-108.94914907,1155.218092
6,-108.952637561,1637.203016
7,-108.955314713,2160.027551
8,-108.956902952,2706.475345
9,-108.95858706,3257.802785
10,-108.95940228,3810.11871
11,-108.960077523,4361.770315
12,-108.960898589,4913.584462
13,-108.961493476,5466.144749
14,-108.961662679,6016.959896
