Iteration ,Eigenvalue, Calculation Time
0,-108.801943871,24.760083
1,-108.848672737,60.651638
2,-108.893960174,157.337046
3,-108.951552984,435.964059
4,-108.974724443,925.368578
5,-108.981829806,1469.905087
6,-108.983782083,2010.952559
7,-108.984663633,2547.42211
8,-108.98523758,3083.737887
9,-108.985585888,3619.041804
10,-108.98591714,4152.641083
11,-108.986169793,4687.028546
12,-108.986321739,5220.434055
13,-108.986441463,5752.954444
14,-108.986532958,6283.686329
