Iteration ,Eigenvalue, Calculation Time
0,-108.95362261,25.074595
1,-108.981760438,53.200038
2,-109.014784462,110.821619
3,-109.064141328,224.819495
4,-109.102464148,490.559834
5,-109.116828965,907.128149
6,-109.122985551,1404.858287
7,-109.126230551,1935.968414
8,-109.128735637,2471.266426
9,-109.130329579,3006.7653
10,-109.131284494,3543.519532
11,-109.132081059,4081.369422
12,-109.132859781,4618.128732
13,-109.133530012,5154.341133
14,-109.134013543,5688.959693
