Iteration ,Eigenvalue, Calculation Time
0,-108.70067552,27.628914
1,-108.725341144,60.433878
2,-108.792880069,152.654029
3,-108.840360041,399.528148
4,-108.873236401,820.257642
5,-108.888024587,1335.849878
6,-108.893867475,1885.904241
7,-108.895880653,2429.978086
8,-108.897094575,2973.984938
9,-108.898367753,3516.793614
10,-108.899708567,4060.565475
11,-108.90093414,4604.126636
12,-108.901865955,5144.780163
13,-108.902833846,5682.666459
14,-108.904308606,6223.516487
