Iteration ,Eigenvalue, Calculation Time
0,-108.923732112,24.035492
1,-108.956039102,51.836064
2,-108.996521923,120.538081
3,-109.052773008,282.067936
4,-109.083835296,611.554837
5,-109.095138879,1073.30805
6,-109.098689694,1602.888575
7,-109.100071633,2137.550889
8,-109.100642489,2672.324618
9,-109.101019165,3206.474319
10,-109.101515675,3743.097429
11,-109.102067838,4278.885631
12,-109.102351039,4813.817568
13,-109.102536046,5347.322246
14,-109.102661343,5880.75661
