Iteration ,Eigenvalue, Calculation Time
0,-108.852242703,30.381281
1,-108.89160492,75.283636
2,-108.933433879,210.626444
3,-108.992313807,557.606178
4,-109.026969467,1077.608189
5,-109.035638297,1614.988171
6,-109.039132164,2149.524933
7,-109.040677965,2681.387085
8,-109.041506824,3211.89268
9,-109.042078435,3742.259865
10,-109.042518468,4273.431958
11,-109.042854761,4802.03754
12,-109.043124539,5330.471679
13,-109.043326861,5858.304887
14,-109.043503635,6387.037876
