Iteration ,Eigenvalue, Calculation Time
0,-108.728286037,31.914506
1,-108.744601204,73.132258
2,-108.779723059,195.722341
3,-108.824311155,513.821052
4,-108.851277212,1020.075109
5,-108.863181869,1567.836116
6,-108.871383061,2116.002748
7,-108.880500509,2663.274509
8,-108.886770629,3216.575894
9,-108.89241422,3765.199796
10,-108.89596561,4311.640711
11,-108.899478793,4856.056397
12,-108.90131622,5396.836842
13,-108.902923301,5934.525916
14,-108.904277059,6475.751847
