Iteration ,Eigenvalue, Calculation Time
0,-108.963333317,23.74182
1,-108.969451074,47.80897
2,-108.998818287,101.116439
3,-109.047017524,207.559908
4,-109.084458123,437.972096
5,-109.099871654,762.77703
6,-109.108766711,1137.037568
7,-109.113590095,1552.930911
8,-109.11661702,1994.425898
9,-109.119041099,2449.891314
10,-109.12129442,2926.651582
11,-109.123026829,3422.045905
12,-109.123883154,3927.048317
13,-109.125307418,4434.519569
14,-109.126171506,4945.850089
