Iteration ,Eigenvalue, Calculation Time
0,-108.669557859,27.805012
1,-108.690378006,63.484898
2,-108.776612393,152.802525
3,-108.793062854,264.363051
4,-108.79734658,378.833011
5,-108.80104493,492.732111
6,-108.802576017,606.197163
7,-108.805755365,719.328383
8,-108.807280467,832.855009
9,-108.80740551,945.561228
10,-108.807496365,1058.414803
11,-108.80759059,1171.060246
12,-108.807662029,1283.930236
13,-108.807701598,1396.781995
14,-108.807737436,1509.268856
