Iteration ,Eigenvalue, Calculation Time
0,-108.693953751,27.696748
1,-108.723868956,59.279416
2,-108.76907828,134.355369
3,-108.780799266,234.161465
4,-108.786825164,342.642897
5,-108.788902345,456.555893
6,-108.790564206,569.958003
7,-108.791739479,683.415612
8,-108.794402375,797.08164
9,-108.796078093,910.212228
10,-108.797257957,1023.193988
11,-108.798091564,1135.904624
12,-108.799234356,1248.109612
13,-108.800714207,1360.452806
14,-108.802226537,1473.93832
