Iteration ,Eigenvalue, Calculation Time
0,-108.888080836,24.316395
1,-108.917228902,52.424732
2,-108.954885787,87.365607
3,-108.986593967,162.441963
4,-108.997258827,268.644798
5,-109.003282603,382.057678
6,-109.005080637,495.782536
7,-109.005949024,608.543332
8,-109.006847497,721.669746
9,-109.007607844,835.067299
10,-109.008290397,948.893049
11,-109.00869786,1062.150114
12,-109.00889688,1174.99112
13,-109.009281132,1288.944636
14,-109.010147455,1402.481322
