Iteration ,Eigenvalue, Calculation Time
0,-108.93485206,20.766222
1,-108.965155858,49.142461
2,-108.997383351,106.169002
3,-109.025237171,196.689819
4,-109.031735149,305.604299
5,-109.034650206,419.093259
6,-109.03600794,531.315133
7,-109.036956929,644.015929
8,-109.03815279,755.906839
9,-109.038987209,868.333795
10,-109.039273603,980.120579
11,-109.039372555,1092.071784
12,-109.039434849,1204.246073
13,-109.039473443,1316.333617
14,-109.03950454,1429.186368
