Iteration ,Eigenvalue, Calculation Time
0,-108.726270142,29.517437
1,-108.74736568,67.382123
2,-108.779592512,154.32253
3,-108.798716252,264.903818
4,-108.805396525,378.369322
5,-108.80793719,491.004498
6,-108.809597073,604.182624
7,-108.810801134,716.394579
8,-108.811462939,828.630114
9,-108.811826484,940.735018
10,-108.812069569,1053.493492
11,-108.812222609,1165.891205
12,-108.812395002,1278.407612
13,-108.812589035,1390.866076
14,-108.812733971,1503.153407
