Iteration ,Eigenvalue, Calculation Time
0,-108.737346756,25.024386
1,-108.74656793,54.443042
2,-108.772273717,124.489407
3,-108.794508314,223.443225
4,-108.805242783,324.896934
5,-108.81384315,429.220882
6,-108.818129031,537.89547
7,-108.820066413,648.010825
8,-108.821666965,759.428943
9,-108.822668349,870.078574
10,-108.823193675,981.195432
11,-108.82348432,1093.443651
12,-108.823905813,1204.440166
13,-108.82428668,1315.938933
14,-108.82452283,1427.874658
