Iteration ,Eigenvalue, Calculation Time
0,-76.1085685846,11.195285
1,-76.1255900864,49.784536
2,-76.144837496,144.295478
3,-76.1933429473,560.774184
4,-76.2205357707,2082.631557
5,-76.2481894957,8985.265288
6,-76.2541642446,17417.946085
7,-76.2550722518,22439.112152
8,-76.2552375657,26479.187729
9,-76.2552916134,30392.746352
10,-76.2553184022,34362.152619
11,-76.2553285856,37851.368487
12,-76.2553344065,41312.002019
13,-76.2553408176,44868.188686
14,-76.2553477132,48570.508823
