Iteration ,Eigenvalue, Calculation Time
0,-108.990502811,16.054999
1,-109.002336216,33.979724
2,-109.031276189,62.582386
3,-109.052978924,129.850605
4,-109.072415224,223.318978
5,-109.084006868,319.724848
6,-109.088752713,417.120001
7,-109.091054824,516.40281
8,-109.092789196,616.682966
9,-109.094095299,718.269037
10,-109.094782706,821.632417
11,-109.095412708,925.962148
12,-109.096116873,1030.158238
13,-109.096652184,1133.945179
14,-109.0970698,1238.664022
