Iteration ,Eigenvalue, Calculation Time
0,-108.727480847,30.880593
1,-108.753665149,76.053268
2,-108.783283109,169.537066
3,-108.800640154,282.371975
4,-108.805802268,395.80437
5,-108.808162398,508.653557
6,-108.809926324,621.371626
7,-108.811471968,734.131244
8,-108.812645868,846.404304
9,-108.813482205,959.249077
10,-108.814144369,1072.258204
11,-108.814783149,1184.672408
12,-108.815929394,1297.972863
13,-108.816382315,1410.795338
14,-108.816657696,1523.380176
