Iteration ,Eigenvalue, Calculation Time
0,-76.1028515137,11.413152
1,-76.1299498585,36.635365
2,-76.1590867789,154.793047
3,-76.2044257089,600.384118
4,-76.2284572651,2364.712462
5,-76.2509384015,10286.196655
