Iteration ,Eigenvalue, Calculation Time
0,-108.862435639,29.710031
1,-108.89119905,67.080008
2,-108.929341191,160.651872
3,-108.94472974,275.188743
4,-108.952639227,388.549888
5,-108.954065267,501.529801
6,-108.954997753,614.599827
7,-108.956298216,727.622903
8,-108.957813726,840.882353
