Iteration ,Eigenvalue, Calculation Time
0,-108.650119713,23.867859
1,-108.713335383,55.604034
2,-108.766914022,124.857981
3,-108.787900273,224.064389
4,-108.790579809,334.424251
5,-108.791884589,447.933966
6,-108.79291641,560.540982
7,-108.793764437,673.714536
8,-108.794628439,785.98024
9,-108.795211183,899.008796
10,-108.795483925,1011.873535
11,-108.795646214,1125.220107
12,-108.795757942,1238.45787
13,-108.795824996,1351.126315
14,-108.795881944,1463.328829
