Iteration ,Eigenvalue, Calculation Time
0,-108.701951683,26.146011
1,-108.730810445,57.584427
2,-108.790358548,126.892571
3,-108.816472347,218.138178
4,-108.827675048,319.278449
5,-108.830242893,425.756003
6,-108.83134396,535.242874
7,-108.832063327,647.471062
8,-108.832498928,760.138108
9,-108.83272153,872.696989
10,-108.832846364,985.046651
11,-108.832895138,1097.180785
12,-108.832925379,1209.532894
13,-108.832944279,1321.812526
14,-108.832957265,1434.915225
