Iteration ,Eigenvalue, Calculation Time
0,-108.671766252,30.16605
1,-108.750065452,68.069976
2,-108.771696727,147.564734
3,-108.785385386,245.805832
4,-108.790986724,352.565292
5,-108.79798385,463.708893
6,-108.802408787,576.461497
7,-108.804738725,689.236678
8,-108.806630361,802.679639
9,-108.808316108,915.858561
10,-108.809960917,1028.348749
11,-108.811517711,1140.986508
12,-108.812745252,1253.764125
13,-108.813791892,1366.177678
14,-108.814748937,1478.777029
