Iteration ,Eigenvalue, Calculation Time
0,-108.532067187,17.325555
1,-108.533806298,33.371566
2,-108.534018995,49.455712
3,-108.536283775,66.620188
4,-108.537269137,83.605663
5,-108.541889925,101.468894
6,-108.545502577,120.087196
7,-108.548217706,168.869259
8,-108.557852102,230.278679
9,-108.592411873,314.561135
10,-108.613933259,421.763756
11,-108.631240835,599.021424
12,-108.643907528,866.026639
13,-108.653563784,1200.398481
14,-108.663231688,1602.501332
