Iteration ,Eigenvalue, Calculation Time
0,-108.838560803,24.528892
1,-108.888249618,53.194849
2,-108.919977312,134.416478
3,-108.972604774,348.185779
4,-108.998717121,744.088515
5,-109.006417767,1249.729236
6,-109.009110128,1790.386075
7,-109.010003883,2331.194576
8,-109.010652116,2870.395228
9,-109.011429339,3410.29637
10,-109.01199759,3950.149525
11,-109.012208287,4484.795322
12,-109.012502613,5018.525669
13,-109.012752379,5550.474776
14,-109.012893969,6082.696148
