Iteration ,Eigenvalue, Calculation Time
0,-108.709791687,24.551396
1,-108.745723474,52.335493
2,-108.786822898,112.104043
3,-108.834992137,246.943591
4,-108.85167337,545.230859
5,-108.859293794,972.329993
6,-108.862361259,1467.542258
7,-108.865910373,1998.495113
8,-108.87125448,2540.208267
9,-108.873994241,3082.255502
10,-108.875000826,3620.409882
11,-108.876123166,4156.61407
12,-108.877148744,4691.53178
13,-108.877668866,5224.576522
14,-108.878003658,5755.837975
