Iteration ,Eigenvalue, Calculation Time
0,-108.734368011,25.891648
1,-108.751813327,60.702057
2,-108.785245797,152.457485
3,-108.83736432,380.222483
4,-108.86187138,730.870037
5,-108.876001693,1124.213041
6,-108.883401728,1559.488127
7,-108.888047129,2013.106033
8,-108.892347717,2485.405208
9,-108.896143947,2992.002341
10,-108.898657235,3524.332788
11,-108.90023736,4061.176739
12,-108.901478159,4602.637068
13,-108.902503006,5145.396491
14,-108.903026082,5687.711986
