Iteration ,Eigenvalue, Calculation Time
0,-108.74141573,22.509683
1,-108.791564959,48.633048
2,-108.858395992,105.546435
3,-108.879564322,194.320551
4,-108.891293369,298.403472
5,-108.896793379,409.987728
6,-108.897987165,523.272567
7,-108.898278851,636.043453
8,-108.89851458,748.327176
9,-108.898758508,860.06114
10,-108.898960827,971.834147
11,-108.899086613,1083.641671
12,-108.899150268,1195.361345
13,-108.89918187,1305.582513
14,-108.899198652,1416.430774
