Iteration ,Eigenvalue, Calculation Time
0,-108.744041522,21.863357
1,-108.757074951,53.178888
2,-108.785083017,122.681673
3,-108.804882233,216.559456
4,-108.812705331,314.087548
5,-108.81646556,419.505487
6,-108.821318574,528.364403
7,-108.825112187,639.928969
8,-108.828257702,752.97908
9,-108.829643608,865.808679
10,-108.830843733,978.414807
11,-108.831824271,1090.89348
12,-108.832793812,1203.663706
13,-108.833754231,1316.771198
14,-108.834539748,1429.787742
